Genome	Num bases covered	Frac bases covered	Frac bases covered over unambig	Average coverage/depth	Average coverage/depth over unambig
dengue, genome 189 (rc)	10495	1.0	1.0	1.93425440686	1.93425440686
dengue, genome 190	10539	1.0	1.0	2.02106461714	2.02106461714
dengue, genome 190 (rc)	10539	1.0	1.0	2.02106461714	2.02106461714
dengue, genome 191	10540	1.0	1.0	2.02087286528	2.02087286528
dengue, genome 191 (rc)	10540	1.0	1.0	2.02087286528	2.02087286528
dengue, genome 192	10541	1.0	1.0	2.03016791576	2.03016791576
dengue, genome 192 (rc)	10541	1.0	1.0	2.03016791576	2.03016791576
dengue, genome 193	10539	1.0	1.0	2.01157605086	2.01157605086
dengue, genome 193 (rc)	10539	1.0	1.0	2.01157605086	2.01157605086
dengue, genome 194	10540	1.0	1.0	1.99240986717	1.99240986717
dengue, genome 194 (rc)	10540	1.0	1.0	1.99240986717	1.99240986717
dengue, genome 195	10287	1.0	1.0	1.93448041217	1.93448041217
dengue, genome 195 (rc)	10287	1.0	1.0	1.93448041217	1.93448041217
dengue, genome 196	10681	1.0	1.0	2.14399400805	2.14399400805
dengue, genome 196 (rc)	10681	1.0	1.0	2.14399400805	2.14399400805
dengue, genome 197	10682	1.0	1.0	2.10634712601	2.10634712601
dengue, genome 197 (rc)	10682	1.0	1.0	2.10634712601	2.10634712601
dengue, genome 198	10680	1.0	1.0	2.11610486891	2.11610486891
dengue, genome 198 (rc)	10680	1.0	1.0	2.11610486891	2.11610486891
dengue, genome 199	10680	1.0	1.0	2.15355805243	2.15355805243
dengue, genome 199 (rc)	10680	1.0	1.0	2.15355805243	2.15355805243
dengue, genome 200	10681	1.0	1.0	2.1346315888	2.1346315888
dengue, genome 200 (rc)	10681	1.0	1.0	2.1346315888	2.1346315888
dengue, genome 201	10681	1.0	1.0	2.09718191181	2.09718191181
dengue, genome 201 (rc)	10681	1.0	1.0	2.09718191181	2.09718191181
dengue, genome 202	10681	1.0	1.0	2.14399400805	2.14399400805
dengue, genome 202 (rc)	10681	1.0	1.0	2.14399400805	2.14399400805
dengue, genome 203	10681	1.0	1.0	2.12526916955	2.12526916955
dengue, genome 203 (rc)	10681	1.0	1.0	2.12526916955	2.12526916955
dengue, genome 204	10681	1.0	1.0	2.12526916955	2.12526916955
dengue, genome 204 (rc)	10681	1.0	1.0	2.12526916955	2.12526916955
dengue, genome 205	10681	1.0	1.0	2.14399400805	2.14399400805
dengue, genome 205 (rc)	10681	1.0	1.0	2.14399400805	2.14399400805
dengue, genome 206	10681	1.0	1.0	2.1533564273	2.1533564273
dengue, genome 206 (rc)	10681	1.0	1.0	2.1533564273	2.1533564273
dengue, genome 207	10685	1.0	1.0	2.1151146467	2.1151146467
dengue, genome 207 (rc)	10685	1.0	1.0	2.1151146467	2.1151146467
dengue, genome 208	10681	1.0	1.0	2.1533564273	2.1533564273
dengue, genome 208 (rc)	10681	1.0	1.0	2.1533564273	2.1533564273
dengue, genome 209	10681	1.0	1.0	2.08781949256	2.08781949256
dengue, genome 209 (rc)	10681	1.0	1.0	2.08781949256	2.08781949256
dengue, genome 210	10681	1.0	1.0	2.14399400805	2.14399400805
dengue, genome 210 (rc)	10681	1.0	1.0	2.14399400805	2.14399400805
dengue, genome 211	10431	1.0	1.0	1.94612213594	1.94612213594
dengue, genome 211 (rc)	10431	1.0	1.0	1.94612213594	1.94612213594
dengue, genome 212	10682	1.0	1.0	2.17187792548	2.17187792548
dengue, genome 212 (rc)	10682	1.0	1.0	2.17187792548	2.17187792548
dengue, genome 213	10522	1.0	1.0	1.92929100931	1.92929100931
dengue, genome 213 (rc)	10522	1.0	1.0	1.92929100931	1.92929100931
dengue, genome 214	10681	1.0	1.0	2.09718191181	2.09718191181
dengue, genome 214 (rc)	10681	1.0	1.0	2.09718191181	2.09718191181
dengue, genome 215	10681	1.0	1.0	2.1346315888	2.1346315888
dengue, genome 215 (rc)	10681	1.0	1.0	2.1346315888	2.1346315888
dengue, genome 216	10680	1.0	1.0	2.10674157303	2.10674157303
dengue, genome 216 (rc)	10680	1.0	1.0	2.10674157303	2.10674157303
dengue, genome 217	10680	1.0	1.0	2.05992509363	2.05992509363
dengue, genome 217 (rc)	10680	1.0	1.0	2.05992509363	2.05992509363
dengue, genome 218	10681	1.0	1.0	2.1346315888	2.1346315888
dengue, genome 218 (rc)	10681	1.0	1.0	2.1346315888	2.1346315888
dengue, genome 219	10477	1.0	1.0	1.91848811683	1.91848811683
dengue, genome 219 (rc)	10477	1.0	1.0	1.91848811683	1.91848811683
dengue, genome 220	10535	1.0	1.0	1.94589463692	1.94589463692
dengue, genome 220 (rc)	10535	1.0	1.0	1.94589463692	1.94589463692
dengue, genome 221	10681	1.0	1.0	2.1346315888	2.1346315888
dengue, genome 221 (rc)	10681	1.0	1.0	2.1346315888	2.1346315888
dengue, genome 222	10682	1.0	1.0	2.07826249766	2.07826249766
dengue, genome 222 (rc)	10682	1.0	1.0	2.07826249766	2.07826249766
dengue, genome 223	10681	1.0	1.0	2.12526916955	2.12526916955
dengue, genome 223 (rc)	10681	1.0	1.0	2.12526916955	2.12526916955
dengue, genome 224	10605	1.0	1.0	2.04620462046	2.04620462046
dengue, genome 224 (rc)	10605	1.0	1.0	2.04620462046	2.04620462046
dengue, genome 225	10675	1.0	1.0	2.08899297424	2.08899297424
dengue, genome 225 (rc)	10675	1.0	1.0	2.08899297424	2.08899297424
dengue, genome 226	10681	1.0	1.0	2.14399400805	2.14399400805
dengue, genome 226 (rc)	10681	1.0	1.0	2.14399400805	2.14399400805
dengue, genome 227	10681	1.0	1.0	2.1346315888	2.1346315888
dengue, genome 227 (rc)	10681	1.0	1.0	2.1346315888	2.1346315888
dengue, genome 228	10681	1.0	1.0	2.1346315888	2.1346315888
dengue, genome 228 (rc)	10681	1.0	1.0	2.1346315888	2.1346315888
dengue, genome 229	10680	1.0	1.0	2.13483146067	2.13483146067
dengue, genome 229 (rc)	10680	1.0	1.0	2.13483146067	2.13483146067
dengue, genome 230	10681	1.0	1.0	2.1533564273	2.1533564273
dengue, genome 230 (rc)	10681	1.0	1.0	2.1533564273	2.1533564273
dengue, genome 231	10681	1.0	1.0	2.14399400805	2.14399400805
dengue, genome 231 (rc)	10681	1.0	1.0	2.14399400805	2.14399400805
dengue, genome 232	10676	1.0	1.0	2.07943049831	2.07943049831
dengue, genome 232 (rc)	10676	1.0	1.0	2.07943049831	2.07943049831
dengue, genome 233	10681	1.0	1.0	2.09718191181	2.09718191181
dengue, genome 233 (rc)	10681	1.0	1.0	2.09718191181	2.09718191181
dengue, genome 234	10683	1.0	1.0	2.15295329027	2.15295329027
dengue, genome 234 (rc)	10683	1.0	1.0	2.15295329027	2.15295329027
dengue, genome 235	10690	1.0	1.0	2.12347988775	2.12347988775
dengue, genome 235 (rc)	10690	1.0	1.0	2.12347988775	2.12347988775
dengue, genome 236	10681	1.0	1.0	2.1533564273	2.1533564273
dengue, genome 236 (rc)	10681	1.0	1.0	2.1533564273	2.1533564273
dengue, genome 237	10685	1.0	1.0	2.16190921853	2.16190921853
dengue, genome 237 (rc)	10685	1.0	1.0	2.16190921853	2.16190921853
dengue, genome 238	10679	1.0	1.0	2.0507538159	2.0507538159
dengue, genome 238 (rc)	10679	1.0	1.0	2.0507538159	2.0507538159
dengue, genome 239	10681	1.0	1.0	2.1159067503	2.1159067503
dengue, genome 239 (rc)	10681	1.0	1.0	2.1159067503	2.1159067503
dengue, genome 240	10682	1.0	1.0	2.11570866879	2.11570866879
dengue, genome 240 (rc)	10682	1.0	1.0	2.11570866879	2.11570866879
dengue, genome 241	10683	1.0	1.0	2.06870729196	2.06870729196
dengue, genome 241 (rc)	10683	1.0	1.0	2.06870729196	2.06870729196
dengue, genome 242	10683	1.0	1.0	2.11551062436	2.11551062436
dengue, genome 242 (rc)	10683	1.0	1.0	2.11551062436	2.11551062436
dengue, genome 243	10681	1.0	1.0	2.1533564273	2.1533564273
dengue, genome 243 (rc)	10681	1.0	1.0	2.1533564273	2.1533564273
dengue, genome 244	10670	1.0	1.0	2.00562324274	2.00562324274
dengue, genome 244 (rc)	10670	1.0	1.0	2.00562324274	2.00562324274
dengue, genome 245	10680	1.0	1.0	2.05056179775	2.05056179775
dengue, genome 245 (rc)	10680	1.0	1.0	2.05056179775	2.05056179775
dengue, genome 246	10691	1.0	1.0	2.04845196895	2.04845196895
dengue, genome 246 (rc)	10691	1.0	1.0	2.04845196895	2.04845196895
dengue, genome 247	10676	1.0	1.0	2.04196328213	2.04196328213
dengue, genome 247 (rc)	10676	1.0	1.0	2.04196328213	2.04196328213
dengue, genome 248	10680	1.0	1.0	2.09737827715	2.09737827715
dengue, genome 248 (rc)	10680	1.0	1.0	2.09737827715	2.09737827715
dengue, genome 249	10681	1.0	1.0	1.97547046157	1.97547046157
dengue, genome 249 (rc)	10681	1.0	1.0	1.97547046157	1.97547046157
dengue, genome 250	10689	1.0	1.0	2.10496772383	2.10496772383
dengue, genome 250 (rc)	10689	1.0	1.0	2.10496772383	2.10496772383
dengue, genome 251	10681	1.0	1.0	2.12526916955	2.12526916955
dengue, genome 251 (rc)	10681	1.0	1.0	2.12526916955	2.12526916955
dengue, genome 252	10644	1.0	1.0	2.09507703871	2.09507703871
dengue, genome 252 (rc)	10644	1.0	1.0	2.09507703871	2.09507703871
dengue, genome 253	10678	1.0	1.0	2.08840606855	2.08840606855
dengue, genome 253 (rc)	10678	1.0	1.0	2.08840606855	2.08840606855
dengue, genome 254	10398	1.0	1.0	1.89459511445	1.89459511445
dengue, genome 254 (rc)	10398	1.0	1.0	1.89459511445	1.89459511445
dengue, genome 255	10527	1.0	1.0	1.86187897787	1.86187897787
dengue, genome 255 (rc)	10527	1.0	1.0	1.86187897787	1.86187897787
dengue, genome 256	10684	1.0	1.0	2.12467240734	2.12467240734
dengue, genome 256 (rc)	10684	1.0	1.0	2.12467240734	2.12467240734
dengue, genome 257	10696	1.0	1.0	2.12228870606	2.12228870606
dengue, genome 257 (rc)	10696	1.0	1.0	2.12228870606	2.12228870606
dengue, genome 258	10173	1.0	1.00009830908	1.52364101052	1.52379079827
dengue, genome 258 (rc)	10173	1.0	1.00009830908	1.52364101052	1.52379079827
dengue, genome 259	10630	1.0	1.0	1.69332079022	1.69332079022
dengue, genome 259 (rc)	10630	1.0	1.0	1.69332079022	1.69332079022
dengue, genome 260	10707	1.0	1.0	2.1014289717	2.1014289717
dengue, genome 260 (rc)	10707	1.0	1.0	2.1014289717	2.1014289717
dengue, genome 261	10707	1.0	1.0	2.1014289717	2.1014289717
dengue, genome 261 (rc)	10707	1.0	1.0	2.1014289717	2.1014289717
dengue, genome 262	10707	1.0	1.0	1.82123844214	1.82123844214
dengue, genome 262 (rc)	10707	1.0	1.0	1.82123844214	1.82123844214
dengue, genome 263	10707	1.0	1.00009340557	1.8025590735	1.80272744256
dengue, genome 263 (rc)	10707	1.0	1.00009340557	1.8025590735	1.80272744256
dengue, genome 264	10250	1.0	1.00009757049	1.35609756098	1.35622987609
dengue, genome 264 (rc)	10250	1.0	1.00009757049	1.35609756098	1.35622987609
dengue, genome 265	10707	1.0	1.0	1.81189875782	1.81189875782
dengue, genome 265 (rc)	10707	1.0	1.0	1.81189875782	1.81189875782
dengue, genome 266	10707	1.0	1.0	1.82123844214	1.82123844214
dengue, genome 266 (rc)	10707	1.0	1.0	1.82123844214	1.82123844214
dengue, genome 267	10685	1.0	1.0	2.02152550304	2.02152550304
dengue, genome 267 (rc)	10685	1.0	1.0	2.02152550304	2.02152550304
dengue, genome 268	10649	1.0	1.0	1.53066015588	1.53066015588
dengue, genome 268 (rc)	10649	1.0	1.0	1.53066015588	1.53066015588
dengue, genome 269	10652	1.0	1.0	1.42696207285	1.42696207285
dengue, genome 269 (rc)	10652	1.0	1.0	1.42696207285	1.42696207285
dengue, genome 270	10739	1.0	1.0	1.40608995251	1.40608995251
dengue, genome 270 (rc)	10739	1.0	1.0	1.40608995251	1.40608995251
dengue, genome 271	10653	1.0	1.0	1.63334272036	1.63334272036
dengue, genome 271 (rc)	10653	1.0	1.0	1.63334272036	1.63334272036
dengue, genome 272	10653	1.0	1.0	1.63334272036	1.63334272036
dengue, genome 272 (rc)	10653	1.0	1.0	1.63334272036	1.63334272036
dengue, genome 273	10574	1.0	1.0	1.49423113297	1.49423113297
dengue, genome 273 (rc)	10574	1.0	1.0	1.49423113297	1.49423113297
dengue, genome 274	10631	1.0	1.0	1.63672279184	1.63672279184
dengue, genome 274 (rc)	10631	1.0	1.0	1.63672279184	1.63672279184
dengue, genome 275	10653	1.0	1.0	1.67089082887	1.67089082887
dengue, genome 275 (rc)	10653	1.0	1.0	1.67089082887	1.67089082887
dengue, genome 276	10604	1.0	1.0	1.52772538665	1.52772538665
dengue, genome 276 (rc)	10604	1.0	1.0	1.52772538665	1.52772538665
dengue, genome 277	10604	1.0	1.0	1.51829498303	1.51829498303
dengue, genome 277 (rc)	10604	1.0	1.0	1.51829498303	1.51829498303
dengue, genome 278	10604	1.0	1.0	1.51829498303	1.51829498303
dengue, genome 278 (rc)	10604	1.0	1.0	1.51829498303	1.51829498303
dengue, genome 279	10604	1.0	1.0	1.52772538665	1.52772538665
dengue, genome 279 (rc)	10604	1.0	1.0	1.52772538665	1.52772538665
dengue, genome 280	10604	1.0	1.0	1.55601659751	1.55601659751
dengue, genome 280 (rc)	10604	1.0	1.0	1.55601659751	1.55601659751
dengue, genome 281	10604	1.0	1.0	1.49000377216	1.49000377216
dengue, genome 281 (rc)	10604	1.0	1.0	1.49000377216	1.49000377216
dengue, genome 282	10604	1.0	1.0	1.57487740475	1.57487740475
dengue, genome 282 (rc)	10604	1.0	1.0	1.57487740475	1.57487740475
dengue, genome 283	10604	1.0	1.0	1.5088645794	1.5088645794
dengue, genome 283 (rc)	10604	1.0	1.0	1.5088645794	1.5088645794
dengue, genome 284	10604	1.0	1.0	1.54658619389	1.54658619389
dengue, genome 284 (rc)	10604	1.0	1.0	1.54658619389	1.54658619389
dengue, genome 285	10604	1.0	1.0	1.48057336854	1.48057336854
dengue, genome 285 (rc)	10604	1.0	1.0	1.48057336854	1.48057336854
dengue, genome 286	10604	1.0	1.0	1.49943417578	1.49943417578
dengue, genome 286 (rc)	10604	1.0	1.0	1.49943417578	1.49943417578
dengue, genome 287	10604	1.0	1.0	1.56544700113	1.56544700113
dengue, genome 287 (rc)	10604	1.0	1.0	1.56544700113	1.56544700113
dengue, genome 288	10604	1.0	1.0	1.54658619389	1.54658619389
dengue, genome 288 (rc)	10604	1.0	1.0	1.54658619389	1.54658619389
dengue, genome 289	10604	1.0	1.00075500189	1.49943417578	1.50056625142
dengue, genome 289 (rc)	10604	1.0	1.00075500189	1.49943417578	1.50056625142
dengue, genome 290	10604	1.0	1.0	1.48057336854	1.48057336854
dengue, genome 290 (rc)	10604	1.0	1.0	1.48057336854	1.48057336854
dengue, genome 291	10604	1.0	1.00066056431	1.43342135043	1.43436821742
dengue, genome 291 (rc)	10604	1.0	1.00066056431	1.43342135043	1.43436821742
dengue, genome 292	10604	1.0	1.00009431293	1.41456054319	1.41469395454
dengue, genome 292 (rc)	10604	1.0	1.00009431293	1.41456054319	1.41469395454
dengue, genome 293	10572	1.0	1.0	1.63639803254	1.63639803254
dengue, genome 293 (rc)	10572	1.0	1.0	1.63639803254	1.63639803254
dengue, genome 294	10572	1.0	1.0	1.65531592887	1.65531592887
dengue, genome 294 (rc)	10572	1.0	1.0	1.65531592887	1.65531592887
dengue, genome 295	10246	1.0	1.0	1.63966425922	1.63966425922
dengue, genome 295 (rc)	10246	1.0	1.0	1.63966425922	1.63966425922
dengue, genome 296	10572	1.0	1.0	1.63639803254	1.63639803254
dengue, genome 296 (rc)	10572	1.0	1.0	1.63639803254	1.63639803254
dengue, genome 297	10572	1.0	1.0	1.65531592887	1.65531592887
dengue, genome 297 (rc)	10572	1.0	1.0	1.65531592887	1.65531592887
dengue, genome 298	10572	1.0	1.0	1.6458569807	1.6458569807
dengue, genome 298 (rc)	10572	1.0	1.0	1.6458569807	1.6458569807
dengue, genome 299	10572	1.0	1.0	1.65531592887	1.65531592887
dengue, genome 299 (rc)	10572	1.0	1.0	1.65531592887	1.65531592887
dengue, genome 300	10573	1.0	1.0	1.60786910054	1.60786910054
dengue, genome 300 (rc)	10573	1.0	1.0	1.60786910054	1.60786910054
dengue, genome 301	10246	1.0	1.0	1.62014444661	1.62014444661
dengue, genome 301 (rc)	10246	1.0	1.0	1.62014444661	1.62014444661
