Genome	Num bases covered	Frac bases covered	Frac bases covered over unambig	Average coverage/depth	Average coverage/depth over unambig
rhabdovirus, genome 170 (rc)	11907	1.0	1.0	1.78886369363	1.78886369363
rhabdovirus, genome 171	11928	1.0	1.0	1.79409792086	1.79409792086
rhabdovirus, genome 171 (rc)	11928	1.0	1.0	1.79409792086	1.79409792086
rhabdovirus, genome 172	11886	1.0	1.0	1.7667844523	1.7667844523
rhabdovirus, genome 172 (rc)	11886	1.0	1.0	1.7667844523	1.7667844523
rhabdovirus, genome 173	11886	1.0	1.0	1.7667844523	1.7667844523
rhabdovirus, genome 173 (rc)	11886	1.0	1.0	1.7667844523	1.7667844523
rhabdovirus, genome 174	11886	1.0	1.0	1.7667844523	1.7667844523
rhabdovirus, genome 174 (rc)	11886	1.0	1.0	1.7667844523	1.7667844523
rhabdovirus, genome 175	11886	1.0	1.0	1.71630489652	1.71630489652
rhabdovirus, genome 175 (rc)	11886	1.0	1.0	1.71630489652	1.71630489652
rhabdovirus, genome 176	11886	1.0	1.0	1.7667844523	1.7667844523
rhabdovirus, genome 176 (rc)	11886	1.0	1.0	1.7667844523	1.7667844523
rhabdovirus, genome 177	11928	1.0	1.00025157233	1.76056338028	1.76100628931
rhabdovirus, genome 177 (rc)	11928	1.0	1.00025157233	1.76056338028	1.76100628931
rhabdovirus, genome 178	11928	1.0	1.0	1.75217974514	1.75217974514
rhabdovirus, genome 178 (rc)	11928	1.0	1.0	1.75217974514	1.75217974514
rhabdovirus, genome 179	11930	1.0	1.0001676727	1.76865046102	1.76894701543
rhabdovirus, genome 179 (rc)	11930	1.0	1.0001676727	1.76865046102	1.76894701543
rhabdovirus, genome 180	11930	1.0	1.0001676727	1.76865046102	1.76894701543
rhabdovirus, genome 180 (rc)	11930	1.0	1.0001676727	1.76865046102	1.76894701543
rhabdovirus, genome 181	11928	1.0	1.00016770082	1.76056338028	1.76085862821
rhabdovirus, genome 181 (rc)	11928	1.0	1.00016770082	1.76056338028	1.76085862821
rhabdovirus, genome 182	11928	1.0	1.00016770082	1.76056338028	1.76085862821
rhabdovirus, genome 182 (rc)	11928	1.0	1.00016770082	1.76056338028	1.76085862821
rhabdovirus, genome 183	11928	1.0	1.00016770082	1.76056338028	1.76085862821
rhabdovirus, genome 183 (rc)	11928	1.0	1.00016770082	1.76056338028	1.76085862821
rhabdovirus, genome 184	11928	1.0	1.0	1.802481556	1.802481556
rhabdovirus, genome 184 (rc)	11928	1.0	1.0	1.802481556	1.802481556
rhabdovirus, genome 185	11928	1.0	1.0	1.79409792086	1.79409792086
rhabdovirus, genome 185 (rc)	11928	1.0	1.0	1.79409792086	1.79409792086
rhabdovirus, genome 186	11931	1.0	1.0	1.86069901936	1.86069901936
rhabdovirus, genome 186 (rc)	11931	1.0	1.0	1.86069901936	1.86069901936
rhabdovirus, genome 187	11933	1.0	1.0	1.86038716165	1.86038716165
rhabdovirus, genome 187 (rc)	11933	1.0	1.0	1.86038716165	1.86038716165
rhabdovirus, genome 188	11928	1.0	1.0	1.79409792086	1.79409792086
rhabdovirus, genome 188 (rc)	11928	1.0	1.0	1.79409792086	1.79409792086
rhabdovirus, genome 189	11924	1.0	1.0	1.47601476015	1.47601476015
rhabdovirus, genome 189 (rc)	11924	1.0	1.0	1.47601476015	1.47601476015
rhabdovirus, genome 190	11923	1.0	1.0	1.50130000839	1.50130000839
rhabdovirus, genome 190 (rc)	11923	1.0	1.0	1.50130000839	1.50130000839
rhabdovirus, genome 191	11922	1.0	1.0	1.96275792652	1.96275792652
rhabdovirus, genome 191 (rc)	11922	1.0	1.0	1.96275792652	1.96275792652
rhabdovirus, genome 192	11922	1.0	1.0	1.99630934407	1.99630934407
rhabdovirus, genome 192 (rc)	11922	1.0	1.0	1.99630934407	1.99630934407
rhabdovirus, genome 193	11922	1.0	1.0	1.98792148968	1.98792148968
rhabdovirus, genome 193 (rc)	11922	1.0	1.0	1.98792148968	1.98792148968
rhabdovirus, genome 194	11922	1.0	1.0	2.02147290723	2.02147290723
rhabdovirus, genome 194 (rc)	11922	1.0	1.0	2.02147290723	2.02147290723
rhabdovirus, genome 195	11922	1.0	1.0	1.97114578091	1.97114578091
rhabdovirus, genome 195 (rc)	11922	1.0	1.0	1.97114578091	1.97114578091
rhabdovirus, genome 196	11922	1.0	1.0	1.98792148968	1.98792148968
rhabdovirus, genome 196 (rc)	11922	1.0	1.0	1.98792148968	1.98792148968
rhabdovirus, genome 197	11828	1.0	1.0	1.89381129523	1.89381129523
rhabdovirus, genome 197 (rc)	11828	1.0	1.0	1.89381129523	1.89381129523
rhabdovirus, genome 198	11813	1.0	1.0	1.87082028274	1.87082028274
rhabdovirus, genome 198 (rc)	11813	1.0	1.0	1.87082028274	1.87082028274
rhabdovirus, genome 199	11929	1.0	1.0	1.95322323749	1.95322323749
rhabdovirus, genome 199 (rc)	11929	1.0	1.0	1.95322323749	1.95322323749
rhabdovirus, genome 200	11922	1.0	1.0	1.96275792652	1.96275792652
rhabdovirus, genome 200 (rc)	11922	1.0	1.0	1.96275792652	1.96275792652
rhabdovirus, genome 201	11929	1.0	1.0	1.95322323749	1.95322323749
rhabdovirus, genome 201 (rc)	11929	1.0	1.0	1.95322323749	1.95322323749
rhabdovirus, genome 202	11813	1.0	1.0	1.85388978244	1.85388978244
rhabdovirus, genome 202 (rc)	11813	1.0	1.0	1.85388978244	1.85388978244
rhabdovirus, genome 203	11929	1.0	1.0	1.95322323749	1.95322323749
rhabdovirus, genome 203 (rc)	11929	1.0	1.0	1.95322323749	1.95322323749
rhabdovirus, genome 204	11922	1.0	1.0	1.95437007214	1.95437007214
rhabdovirus, genome 204 (rc)	11922	1.0	1.0	1.95437007214	1.95437007214
rhabdovirus, genome 205	11929	1.0	1.0	1.94484030514	1.94484030514
rhabdovirus, genome 205 (rc)	11929	1.0	1.0	1.94484030514	1.94484030514
rhabdovirus, genome 206	11828	1.0	1.0	1.87690226581	1.87690226581
rhabdovirus, genome 206 (rc)	11828	1.0	1.0	1.87690226581	1.87690226581
rhabdovirus, genome 207	11808	1.0	1.0	1.8885501355	1.8885501355
rhabdovirus, genome 207 (rc)	11808	1.0	1.0	1.8885501355	1.8885501355
rhabdovirus, genome 208	11922	1.0	1.0	1.96275792652	1.96275792652
rhabdovirus, genome 208 (rc)	11922	1.0	1.0	1.96275792652	1.96275792652
rhabdovirus, genome 209	11922	1.0	1.0	1.96275792652	1.96275792652
rhabdovirus, genome 209 (rc)	11922	1.0	1.0	1.96275792652	1.96275792652
rhabdovirus, genome 210	11922	1.0	1.0	2.02986076162	2.02986076162
rhabdovirus, genome 210 (rc)	11922	1.0	1.0	2.02986076162	2.02986076162
rhabdovirus, genome 211	11922	1.0	1.0	1.96275792652	1.96275792652
rhabdovirus, genome 211 (rc)	11922	1.0	1.0	1.96275792652	1.96275792652
rhabdovirus, genome 212	11929	1.0	1.0	1.95322323749	1.95322323749
rhabdovirus, genome 212 (rc)	11929	1.0	1.0	1.95322323749	1.95322323749
rhabdovirus, genome 213	11922	1.0	1.0	1.97114578091	1.97114578091
rhabdovirus, genome 213 (rc)	11922	1.0	1.0	1.97114578091	1.97114578091
rhabdovirus, genome 214	11922	1.0	1.0	1.99630934407	1.99630934407
rhabdovirus, genome 214 (rc)	11922	1.0	1.0	1.99630934407	1.99630934407
rhabdovirus, genome 215	11922	1.0	1.0	2.02147290723	2.02147290723
rhabdovirus, genome 215 (rc)	11922	1.0	1.0	2.02147290723	2.02147290723
rhabdovirus, genome 216	11928	1.0	1.0	1.77733065057	1.77733065057
rhabdovirus, genome 216 (rc)	11928	1.0	1.0	1.77733065057	1.77733065057
rhabdovirus, genome 217	11923	1.0	1.0	1.47613855573	1.47613855573
rhabdovirus, genome 217 (rc)	11923	1.0	1.0	1.47613855573	1.47613855573
rhabdovirus, genome 218	11924	1.0	1.0	1.37537739014	1.37537739014
rhabdovirus, genome 218 (rc)	11924	1.0	1.0	1.37537739014	1.37537739014
rhabdovirus, genome 219	11927	1.0	1.0	1.50918085017	1.50918085017
rhabdovirus, genome 219 (rc)	11927	1.0	1.0	1.50918085017	1.50918085017
rhabdovirus, genome 220	11924	1.0	1.0	1.30828581013	1.30828581013
rhabdovirus, genome 220 (rc)	11924	1.0	1.0	1.30828581013	1.30828581013
rhabdovirus, genome 221	11925	1.0	1.0	1.40880503145	1.40880503145
rhabdovirus, genome 221 (rc)	11925	1.0	1.0	1.40880503145	1.40880503145
rhabdovirus, genome 222	11928	1.0	1.0	1.35814889336	1.35814889336
rhabdovirus, genome 222 (rc)	11928	1.0	1.0	1.35814889336	1.35814889336
rhabdovirus, genome 223	11931	1.0	1.0	1.79364680245	1.79364680245
rhabdovirus, genome 223 (rc)	11931	1.0	1.0	1.79364680245	1.79364680245
rhabdovirus, genome 224	11928	1.0	1.0	1.79409792086	1.79409792086
rhabdovirus, genome 224 (rc)	11928	1.0	1.0	1.79409792086	1.79409792086
rhabdovirus, genome 225	11928	1.0	1.0	1.77733065057	1.77733065057
rhabdovirus, genome 225 (rc)	11928	1.0	1.0	1.77733065057	1.77733065057
rhabdovirus, genome 226	11928	1.0	1.0	1.77733065057	1.77733065057
rhabdovirus, genome 226 (rc)	11928	1.0	1.0	1.77733065057	1.77733065057
rhabdovirus, genome 227	11928	1.0	1.0	1.77733065057	1.77733065057
rhabdovirus, genome 227 (rc)	11928	1.0	1.0	1.77733065057	1.77733065057
rhabdovirus, genome 228	11928	1.0	1.0	1.77733065057	1.77733065057
rhabdovirus, genome 228 (rc)	11928	1.0	1.0	1.77733065057	1.77733065057
rhabdovirus, genome 229	11928	1.0	1.0	1.77733065057	1.77733065057
rhabdovirus, genome 229 (rc)	11928	1.0	1.0	1.77733065057	1.77733065057
rhabdovirus, genome 230	11928	1.0	1.0	1.79409792086	1.79409792086
rhabdovirus, genome 230 (rc)	11928	1.0	1.0	1.79409792086	1.79409792086
rhabdovirus, genome 231	11928	1.0	1.0	1.77733065057	1.77733065057
rhabdovirus, genome 231 (rc)	11928	1.0	1.0	1.77733065057	1.77733065057
rhabdovirus, genome 232	11932	1.0	1.0	1.00569896078	1.00569896078
rhabdovirus, genome 232 (rc)	11932	1.0	1.0	1.00569896078	1.00569896078
rhabdovirus, genome 233	11932	1.0	1.0	1.00569896078	1.00569896078
rhabdovirus, genome 233 (rc)	11932	1.0	1.0	1.00569896078	1.00569896078
rhabdovirus, genome 234	11932	1.0	1.0	1.00569896078	1.00569896078
rhabdovirus, genome 234 (rc)	11932	1.0	1.0	1.00569896078	1.00569896078
rhabdovirus, genome 235	11932	1.0	1.0	1.00569896078	1.00569896078
rhabdovirus, genome 235 (rc)	11932	1.0	1.0	1.00569896078	1.00569896078
rhabdovirus, genome 236	11932	1.0	1.0	1.80187730473	1.80187730473
rhabdovirus, genome 236 (rc)	11932	1.0	1.0	1.80187730473	1.80187730473
rhabdovirus, genome 237	11928	1.0	1.0	1.79409792086	1.79409792086
rhabdovirus, genome 237 (rc)	11928	1.0	1.0	1.79409792086	1.79409792086
rhabdovirus, genome 238	11932	1.0	1.0	1.80187730473	1.80187730473
rhabdovirus, genome 238 (rc)	11932	1.0	1.0	1.80187730473	1.80187730473
rhabdovirus, genome 239	11922	1.0	1.0	1.95437007214	1.95437007214
rhabdovirus, genome 239 (rc)	11922	1.0	1.0	1.95437007214	1.95437007214
rhabdovirus, genome 240	11926	1.0	1.0	1.64346805299	1.64346805299
rhabdovirus, genome 240 (rc)	11926	1.0	1.0	1.64346805299	1.64346805299
rhabdovirus, genome 241	11924	1.0	1.0	1.19087554512	1.19087554512
rhabdovirus, genome 241 (rc)	11924	1.0	1.0	1.19087554512	1.19087554512
rhabdovirus, genome 242	11924	1.0	1.0	1.43408252264	1.43408252264
rhabdovirus, genome 242 (rc)	11924	1.0	1.0	1.43408252264	1.43408252264
